weight_reading_1,weight_reading_2,pressure_reading_1,pressure_reading_2,force_reading_1,force_reading_2,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,p7_x,p7_y,p8_x,p8_y,p9_x,p9_y,p10_x,p10_y,p11_x,p11_y,p12_x,p12_y,p13_x,p13_y,p14_x,p14_y,p15_x,p15_y,p16_x,p16_y,label
133.1,118.3,30.7,29.2,354.4,355.3,0,0,0.48571506,0.06654932,0.8174228,0.3345457,0.8206909,0.6708964,0.49720582,0.9535635,0.16129555,0.69177663,0.46534982,0.23016073,0.45183152,0.38961917,0.44514856,0.5218156,0.45536172,0.6495197,0.4756808,0.79412293,0.51946133,0.8041356,0.53517175,0.65264684,0.5423843,0.5287829,0.53008336,0.40071592,0.5099226,0.24576776,pear
130.1,121.8,39.1,40.8,361.6,363.3,0,0,0.48558336,0.063414305,0.81315494,0.33902708,0.8137065,0.6675436,0.49538577,0.9451122,0.16002275,0.6985984,0.46314508,0.22763054,0.44821283,0.38724643,0.44122404,0.5192538,0.45150125,0.64607304,0.47237548,0.78914684,0.515835,0.8010948,0.5303994,0.6510032,0.5377796,0.527063,0.5262524,0.3983386,0.5075334,0.24300271,pear
149.9,100.3,37.2,31.3,368.1,366.4,0,0,0.48750785,0.06095615,0.8184488,0.29193512,0.82594216,0.7043455,0.49618846,0.94362223,0.17953661,0.6716852,0.47583708,0.22508751,0.46773827,0.38407087,0.46242884,0.5192817,0.4708268,0.6500714,0.4852078,0.7940081,0.52620065,0.79745275,0.5480373,0.646566,0.5573825,0.52515507,0.5440208,0.39981398,0.51958835,0.24482194,pear
129.4,121.1,40.4,45.6,357.8,358.7,0,0,0.48574194,0.058733888,0.81413627,0.33853978,0.81406075,0.66581166,0.49731153,0.9408961,0.16260432,0.6999346,0.462924,0.22532664,0.44787636,0.38550845,0.4412475,0.5173876,0.45207018,0.6438267,0.47356802,0.7861689,0.5171984,0.7980597,0.5314131,0.6485742,0.5386233,0.5247317,0.52687144,0.3959758,0.5080178,0.24013585,pear
122.4,129.6,37.2,43.3,374.2,371.8,0,0,0.48492882,0.06247362,0.8088307,0.3438373,0.808844,0.6606971,0.49632904,0.94299763,0.15993617,0.7182698,0.45942077,0.2277447,0.44275424,0.38683206,0.4357409,0.5179262,0.4468147,0.6438391,0.4696459,0.7863558,0.51437175,0.8006481,0.5270168,0.65059686,0.5338096,0.5259957,0.5223058,0.39682153,0.5043181,0.24145605,pear
132,118.6,51.8,71.7,376.1,374.3,0,0,0.4883411,0.05495425,0.8167017,0.33235526,0.8161272,0.6640504,0.49828818,0.94313407,0.16364533,0.700091,0.46600065,0.22450088,0.4508034,0.38521215,0.44382223,0.5173926,0.45419502,0.6440106,0.47527567,0.78653204,0.5190613,0.79700565,0.53440255,0.64719695,0.5421115,0.523695,0.5304582,0.39545208,0.5113219,0.23977678,pear
141.9,109.7,40.7,48.8,388.7,387.9,0,0,0.4905083,0.055005934,0.82191294,0.3012676,0.82725483,0.6852951,0.49951386,0.9464247,0.17605346,0.68094116,0.47459006,0.224367,0.46342194,0.38457584,0.45715073,0.51838434,0.46646872,0.64762396,0.48378605,0.7917859,0.52649605,0.7961217,0.5464825,0.6450801,0.55525666,0.5228527,0.54258406,0.39664876,0.52036136,0.24146253,pear
139.6,111,30.3,29.1,357.7,357.5,0,0,0.4913557,0.060352784,0.8211002,0.3318033,0.82222456,0.6715871,0.49890503,0.9458201,0.16734971,0.6859164,0.47083583,0.22587752,0.45677146,0.38567787,0.44957364,0.51776475,0.45934078,0.645342,0.47877166,0.78968847,0.521507,0.798698,0.5380559,0.6480538,0.5460884,0.5246983,0.53453344,0.39707804,0.5153068,0.24192344,pear
138.7,113.2,61.5,54.9,367.4,368,0,0,0.49219278,0.056788333,0.82232064,0.32931998,0.824487,0.67673534,0.50010103,0.94766676,0.17198995,0.6820313,0.47305736,0.22583994,0.4601178,0.38540933,0.45339802,0.51797426,0.4629192,0.64621264,0.48150972,0.79048854,0.52415794,0.7986543,0.54169995,0.64795727,0.54986686,0.5251791,0.5377711,0.3981411,0.5175081,0.24272913,pear
134.7,116.8,78.3,50.7,363.8,364,0,0,0.49088293,0.058284517,0.8183503,0.34447607,0.81753474,0.67002916,0.49827942,0.94480455,0.16392796,0.6964796,0.46754292,0.22645725,0.45193648,0.38626805,0.4447419,0.51817614,0.45486236,0.64503,0.4754842,0.7881723,0.51935995,0.8003242,0.5345219,0.65052986,0.54233164,0.52686536,0.5310539,0.39825118,0.5126007,0.24234216,pear
145.6,105.3,31.7,77.3,400.5,398.5,0,0,0.49244404,0.054261196,0.82290184,0.32324272,0.8250539,0.67672783,0.5002525,0.95261896,0.17107768,0.6843952,0.4732736,0.22674884,0.4596544,0.38729027,0.45256856,0.5199539,0.46225032,0.64793104,0.4814514,0.7925927,0.52515054,0.7993738,0.5438845,0.64802897,0.5523185,0.5257495,0.5398416,0.3992234,0.5188693,0.24350658,pear
135.7,115.6,51.4,69.9,368.1,368.2,0,0,0.49098232,0.06322852,0.8194906,0.3350203,0.82010734,0.6687479,0.4991422,0.95400536,0.16436653,0.69719124,0.468861,0.23039846,0.45358288,0.38986528,0.4460191,0.52161646,0.4560275,0.6486813,0.47670856,0.7929806,0.521896,0.8030885,0.53853613,0.65179926,0.5464541,0.5283313,0.53455603,0.4007529,0.5146676,0.2461635,pear
140,110.6,42.5,71.7,364.3,361.7,0,0,0.4926728,0.06637201,0.82104653,0.33883855,0.82374567,0.6742317,0.49916396,0.95205146,0.16658147,0.68447465,0.47150874,0.22907257,0.45754224,0.38752508,0.45031905,0.5195939,0.459759,0.64749163,0.47884557,0.7920687,0.52277315,0.802661,0.5393344,0.6517498,0.54715747,0.528351,0.5354188,0.40059385,0.516186,0.24587426,pear
132,123,50.1,42.9,338.2,340.7,0,0,0.4930979,0.06943399,0.8212482,0.34432262,0.8245138,0.676684,0.4989792,0.96054727,0.16381694,0.6874484,0.47085977,0.23235458,0.45591024,0.39082563,0.44816706,0.5222356,0.45785606,0.650204,0.47775626,0.79649615,0.52297527,0.80779976,0.53985524,0.65563196,0.54755706,0.53163856,0.5357157,0.40380237,0.51621383,0.24947557,pear
148.1,106.2,63.5,39.1,387.5,386.5,0,0,0.4929673,0.06532653,0.82488537,0.32252488,0.8287516,0.69209814,0.49952576,0.95951515,0.17469972,0.6764721,0.47678518,0.23104408,0.46537054,0.38970035,0.45871508,0.523232,0.46740702,0.65268105,0.48435962,0.79795355,0.52740747,0.80528355,0.54781675,0.65321827,0.5564716,0.5313715,0.5433069,0.40544003,0.5206355,0.25036258,pear
117.4,135.4,81.5,79.6,347.8,346.7,0,0,0.4915536,0.07257545,0.81602985,0.34773386,0.816641,0.67036045,0.496816,0.9514728,0.16158408,0.70725745,0.46830776,0.23390849,0.4531204,0.3910438,0.44568726,0.5227535,0.4548121,0.6502686,0.47417924,0.79392123,0.5180953,0.8073678,0.53277546,0.65646,0.5405706,0.5320019,0.5296297,0.40344813,0.51154953,0.24938865,pear
150.1,108.5,41.4,31.1,371.6,371.7,0,0,0.49579784,0.067586966,0.82514983,0.33383572,0.8264657,0.68152237,0.49906287,0.9588628,0.1715091,0.6839975,0.47772536,0.2329358,0.4648811,0.39111117,0.45747927,0.52380264,0.46562722,0.6526064,0.48246327,0.7976907,0.52460885,0.8062645,0.54352194,0.6541404,0.55235386,0.5315608,0.5404618,0.40507957,0.5201684,0.25011387,pear
105.8,149.3,63.2,72.3,301.5,303.7,0,0,0.47419745,0.033471216,0.807969,0.3580531,0.80887944,0.66434306,0.5006406,0.95460343,0.15894707,0.7351794,0.44641483,0.23195814,0.43152013,0.3922983,0.42750642,0.5231928,0.44191495,0.65095913,0.4680238,0.79705375,0.5143448,0.8125937,0.52166855,0.6596942,0.5246852,0.5315386,0.5114672,0.3997861,0.49410173,0.24206263,pear
131.1,122.9,68.4,51.7,362.7,363.3,0,0,0.4920816,0.07303175,0.8160418,0.35563576,0.81877893,0.6763826,0.49664122,0.9610322,0.16050927,0.69631296,0.4671562,0.23534508,0.4507705,0.39296746,0.4429278,0.52400696,0.4527148,0.6510275,0.4734008,0.7961392,0.5192578,0.8098721,0.534582,0.65889955,0.5419702,0.53517884,0.5304821,0.40675572,0.5123579,0.2520468,pear
148.7,105.4,47.1,65,379.3,380.2,0,0,0.49390605,0.06507719,0.823517,0.31799486,0.8271629,0.68743867,0.4965462,0.9576243,0.17233633,0.67776126,0.47799394,0.23098245,0.46633306,0.38904122,0.45915392,0.5228526,0.46684712,0.6527494,0.48237815,0.79794544,0.52530026,0.80359226,0.5466959,0.6510185,0.5562829,0.52916557,0.54382575,0.4036646,0.5217384,0.24902824,pear
142.3,111.6,56.8,80.3,370.9,371.6,0,0,0.49361262,0.07854445,0.81862897,0.3402149,0.8219024,0.67675453,0.49460632,0.96677965,0.16130678,0.68922526,0.47268465,0.23700103,0.45829502,0.39374387,0.45012873,0.5257154,0.4581736,0.6543612,0.47550926,0.8006174,0.51986253,0.8113687,0.5376358,0.6582578,0.5460171,0.53435963,0.534744,0.40680853,0.5158831,0.25331336,pear
133.8,120.6,62.5,77.3,386.3,387.7,0,0,0.4931507,0.07834014,0.81681955,0.3513589,0.8203497,0.6783668,0.49189073,0.9745695,0.15723024,0.69243866,0.46872237,0.23912853,0.45173767,0.39614552,0.44267294,0.5271636,0.4512728,0.6551718,0.47044498,0.8028509,0.5172885,0.8150527,0.535333,0.6613236,0.54348576,0.537434,0.53207994,0.4095792,0.5138049,0.25553012,pear
120.2,136.4,82.1,62.5,337.6,335,0,0,0.49089235,0.08516602,0.8129436,0.35153118,0.8129088,0.67135876,0.49376202,0.9513351,0.15859294,0.71305263,0.46691927,0.23711996,0.4518841,0.39256832,0.44406584,0.524365,0.45251405,0.65250176,0.47092143,0.79659975,0.51417434,0.81122386,0.52761465,0.66005737,0.5351906,0.53416014,0.52517605,0.40469217,0.50897825,0.2518879,pear
131.2,122.9,56.4,70.6,381.2,380.8,0,0,0.49310362,0.06761793,0.8182759,0.35056117,0.82142514,0.6770646,0.49595296,0.9645627,0.16036646,0.68914086,0.46873325,0.23337299,0.45221752,0.39188832,0.44395018,0.5234386,0.4534709,0.6512282,0.47372064,0.797819,0.519915,0.8104283,0.53665864,0.6581271,0.5444271,0.53424114,0.53285784,0.40579528,0.51426315,0.25057328,pear
125.3,129.6,43.8,44,373.4,371.8,0,0,0.49050257,0.07698397,0.81231594,0.3570742,0.8121003,0.67074263,0.493019,0.96330994,0.15711223,0.72241133,0.46301818,0.23768675,0.4447045,0.39524972,0.43611157,0.52623904,0.44561633,0.65303785,0.46714246,0.79791445,0.5137498,0.81297886,0.5282253,0.66143835,0.535843,0.5364942,0.5251259,0.407203,0.5081462,0.25269708,pear
127.4,127.8,54.9,35.7,358.7,357.4,0,0,0.4911104,0.07603048,0.8125357,0.35513732,0.8119783,0.6694892,0.49482962,0.95698893,0.15924524,0.71924335,0.46461576,0.2359738,0.44722384,0.39338583,0.4390953,0.5246006,0.4486016,0.65139836,0.46964714,0.7954124,0.5150033,0.81052107,0.5288247,0.65972227,0.53632206,0.5348302,0.5256843,0.40553543,0.5087874,0.2511807,pear
127.1,127.9,66.9,46,370.9,370.4,0,0,0.49114367,0.07432542,0.81514025,0.34982824,0.8151044,0.66772115,0.49613765,0.960253,0.16007885,0.7250852,0.4654111,0.23757371,0.4479131,0.39574772,0.4396889,0.5267319,0.44937766,0.6535357,0.47069538,0.79793084,0.5167032,0.81135625,0.53154624,0.6596134,0.5393438,0.5346408,0.52840674,0.40589195,0.51035,0.25186706,pear
142.3,112.3,72.5,32.3,357.1,359.3,0,0,0.49335322,0.07286069,0.823357,0.34028196,0.82363474,0.67748713,0.49699515,0.9625317,0.16313432,0.69714093,0.4727307,0.23671731,0.45865673,0.39474824,0.45097443,0.5270123,0.45948988,0.6553323,0.47746333,0.8003543,0.52140975,0.8109367,0.5389235,0.6587002,0.5473526,0.5348508,0.5359308,0.40721634,0.5164478,0.25295082,pear
120.3,134.1,55.2,42,355.6,356.3,0,0,0.49120286,0.06561035,0.8138659,0.35215595,0.8111706,0.6616722,0.49762943,0.94721925,0.16110818,0.7317003,0.4635464,0.23242065,0.44504133,0.39114586,0.43699506,0.52209806,0.44727898,0.64802307,0.46995386,0.7907157,0.5159957,0.80560017,0.5294061,0.65516263,0.5370671,0.53024423,0.5263807,0.40102297,0.50908595,0.2458931,pear
136.8,117.1,48.1,36.7,342.6,343,0,0,0.49254033,0.070975475,0.81890833,0.34922332,0.8193932,0.6729391,0.49877113,0.9534001,0.164287,0.69982475,0.47013798,0.23416814,0.4552781,0.39172092,0.44797406,0.5235733,0.45731422,0.6511967,0.47675234,0.7952822,0.52081275,0.8077815,0.53622115,0.6567298,0.54407233,0.53284645,0.5326656,0.40475792,0.51367867,0.25042138,pear
147.7,107.9,48.8,64.1,387.9,389.1,0,0,0.49527222,0.057647444,0.82647246,0.34018406,0.82765853,0.68253714,0.5012206,0.95397735,0.17334716,0.67827725,0.47534376,0.2285789,0.46168655,0.38727278,0.45461914,0.5193957,0.4640371,0.64788157,0.48271057,0.79333186,0.5268157,0.80244607,0.54549056,0.6510318,0.55396414,0.52878433,0.541443,0.40244475,0.5202171,0.24722505,pear
137.2,117.2,51.5,67.5,388.1,389.8,0,0,0.4947928,0.061943017,0.8204316,0.35175735,0.8224943,0.6753105,0.49932712,0.9572911,0.16462404,0.68687147,0.47052118,0.23018374,0.45425877,0.38880467,0.44641903,0.5204036,0.4562832,0.6480135,0.47681254,0.7935961,0.52299124,0.80595714,0.539577,0.6545565,0.54740787,0.53115296,0.53560954,0.40308413,0.5165364,0.24762635,pear
129.3,125.4,58.6,77.3,373.1,373.7,0,0,0.4939523,0.06990419,0.8161239,0.35341722,0.81845,0.6738139,0.49499285,0.96530396,0.16014606,0.69428265,0.46820784,0.23507853,0.45059258,0.39293143,0.44188532,0.52381396,0.45134053,0.6507777,0.47204995,0.7968372,0.5186664,0.80995244,0.5354502,0.6579881,0.543404,0.53474754,0.5319242,0.40686774,0.513804,0.25191227,pear
144.8,110,64.4,66.9,342,341.7,0,0,0.49498594,0.07712321,0.82078564,0.34449768,0.822997,0.6744283,0.49735075,0.9593141,0.16427594,0.6876722,0.47375858,0.23495674,0.4597483,0.39113608,0.45196247,0.52280825,0.46032625,0.6512622,0.47789556,0.79692215,0.52179134,0.80872416,0.5385754,0.65649575,0.5467366,0.5325003,0.535514,0.40496403,0.51668656,0.2519018,pear
155.4,101.3,64.9,51,355,358,0,0,0.49370855,0.080305696,0.8211545,0.32423156,0.8262113,0.6925149,0.49513987,0.9575799,0.17276357,0.6758209,0.47866622,0.23638612,0.4683951,0.39178762,0.461526,0.52527887,0.4685007,0.65526736,0.48225933,0.7997488,0.5240624,0.80764097,0.54445356,0.6557428,0.55372435,0.5335261,0.5416578,0.40776294,0.5202937,0.2546709,pear
134.9,120,49.8,74.9,373.7,374.8,0,0,0.49445936,0.07631925,0.81998324,0.34477732,0.82252884,0.67151725,0.4977821,0.96356744,0.16186006,0.6951924,0.47197568,0.23610121,0.45689815,0.39285052,0.44889694,0.5242518,0.45772925,0.6523884,0.4764969,0.79850197,0.52140856,0.8104202,0.53776723,0.65764683,0.5456527,0.53324175,0.534371,0.40532345,0.5156902,0.25214323,pear
166.9,87.2,30.3,12,351.2,351.9,0,0,0.49327192,0.08696558,0.820156,0.27361095,0.830368,0.7337019,0.49769375,0.95471555,0.18814817,0.66452706,0.48558825,0.23640662,0.48056203,0.3917268,0.47523436,0.52701515,0.48200253,0.659133,0.49218985,0.80420905,0.5331127,0.80642176,0.5579376,0.6551523,0.5680355,0.53388757,0.5547827,0.4102012,0.5289126,0.25918898,pear
156.3,97,41,27.9,369.6,362.2,0,0,0.49471924,0.076644726,0.8255455,0.30718857,0.8298885,0.7033106,0.4979632,0.9560571,0.18136556,0.67342275,0.48256966,0.23428448,0.4741463,0.3906401,0.46789867,0.52503026,0.47492775,0.65574896,0.48783922,0.80028415,0.52881956,0.80546254,0.55105454,0.653703,0.56068003,0.5321464,0.54790664,0.40742958,0.5246009,0.254381,pear
135.7,118.9,36.3,34.9,350.2,349.5,0,0,0.49348688,0.07650101,0.8180187,0.34808785,0.8202784,0.6702554,0.49934953,0.9558331,0.16489002,0.70113456,0.4704132,0.23509534,0.4554082,0.39177412,0.4478842,0.5233113,0.45719123,0.6509808,0.47689247,0.7955587,0.5213786,0.808334,0.5364718,0.657033,0.54402405,0.5329544,0.5326342,0.4049692,0.514089,0.25154862,pear
120.8,134.8,36.8,43.4,351.1,351,0,0,0.49211824,0.07722099,0.81264234,0.3572066,0.81199974,0.6638379,0.49967137,0.95258594,0.16143858,0.7242866,0.46439654,0.23478156,0.4466898,0.39116994,0.4388438,0.52223635,0.44908735,0.6488841,0.4717774,0.7928058,0.5184158,0.80847365,0.53097284,0.6575957,0.53781706,0.5325997,0.52665466,0.40356827,0.5094847,0.24980238,pear
113.9,140.9,36.4,41,304.9,307.3,0,0,0.4968229,0.080660045,0.811246,0.36748803,0.8073483,0.66107404,0.49861386,0.9430801,0.16127354,0.72657514,0.46491778,0.2317144,0.44527185,0.38736036,0.4366055,0.517459,0.44678423,0.64324677,0.46988538,0.7867718,0.5153414,0.80568874,0.5260933,0.6560949,0.5328629,0.5305159,0.52311134,0.40060923,0.50966954,0.2463319,pear
121.2,135,53.5,32.3,331.9,333.7,0,0,0.49591768,0.077590525,0.8127852,0.36296314,0.8089772,0.6620041,0.49725416,0.94995296,0.16161333,0.7303119,0.46605968,0.23421058,0.44666073,0.39028054,0.437805,0.52049756,0.44740838,0.6465204,0.4695462,0.79019105,0.5154995,0.8069661,0.52818996,0.6564809,0.5357224,0.5312825,0.5257064,0.40216452,0.51054674,0.2484295,pear
142.6,113.5,49.9,37.1,346.2,347.3,0,0,0.49869213,0.06309094,0.8260217,0.34807178,0.823346,0.6729292,0.4997697,0.94526225,0.16910714,0.6849492,0.47600222,0.22826204,0.46057034,0.38576066,0.45263362,0.5170796,0.46146506,0.6444153,0.479814,0.7885898,0.52329445,0.80032355,0.5402394,0.6500257,0.5490469,0.5271165,0.5381223,0.39996532,0.5196441,0.2455697,pear
149.7,105.8,31.5,24,364.4,365.7,0,0,0.49905849,0.061476175,0.8299929,0.3288525,0.8303323,0.6951109,0.5004232,0.9446187,0.18159513,0.6709658,0.48266223,0.22580619,0.47150093,0.3829637,0.46470714,0.5159997,0.47253475,0.64620334,0.48732817,0.79147965,0.52875984,0.799445,0.5493972,0.6483042,0.55909216,0.52618635,0.54708415,0.40065423,0.5252735,0.24623293,pear
152.6,101.3,34,16.8,367,367.2,0,0,0.49848515,0.06358962,0.8313734,0.30096537,0.83402735,0.7091636,0.49979678,0.94327533,0.18656015,0.6673822,0.4856798,0.22525989,0.47714174,0.38257825,0.47099322,0.5170445,0.4782261,0.6480695,0.4906398,0.7925692,0.53196526,0.7980481,0.5549551,0.6473306,0.5651296,0.52569765,0.55263126,0.40071464,0.5291154,0.246851,pear
122.7,136.2,84.8,54.4,334,338.6,0,0,0.4958934,0.073206,0.8230382,0.3451391,0.8238069,0.6771411,0.49962595,0.9572362,0.16717309,0.69334406,0.47505587,0.23566908,0.4610768,0.39253747,0.45358494,0.52435136,0.46216872,0.65254384,0.48006886,0.79730517,0.5236807,0.8082114,0.5407068,0.6566018,0.5490582,0.5331545,0.53758067,0.40607893,0.5181958,0.25245985,pear
150.3,105.8,24.4,9.5,295.8,294.9,0,0,0.49683842,0.069864176,0.8258314,0.26668704,0.83364475,0.737736,0.49763238,0.93083215,0.19228742,0.659204,0.48876494,0.22497644,0.48374754,0.3817089,0.47867706,0.5174396,0.4851072,0.6490939,0.49378672,0.79150075,0.53390765,0.794366,0.5591786,0.6461464,0.5701665,0.5254125,0.55777085,0.40106782,0.53274035,0.2480217,pear
147.4,110.5,30.1,19.3,331.3,330.6,0,0,0.49333295,0.07377305,0.8263545,0.3225178,0.82692695,0.6873074,0.49713734,0.93960476,0.17769946,0.67572284,0.47778365,0.22778626,0.46830055,0.38450193,0.46210232,0.51832855,0.46972772,0.6480911,0.4839755,0.7908651,0.5240218,0.79947877,0.54266167,0.6498593,0.5515438,0.52690864,0.54003507,0.40002698,0.5197465,0.2463194,pear
134.7,125.9,34.9,23.8,336.5,338.4,0,0,0.48428407,0.07081256,0.81164193,0.34792072,0.8114762,0.6769813,0.4877522,0.94620717,0.15367764,0.6881612,0.46069503,0.22982563,0.44556445,0.38770476,0.4379431,0.51954246,0.44721335,0.64684474,0.46611458,0.7904601,0.5104185,0.8037367,0.5256426,0.6540052,0.53359264,0.52979267,0.5229365,0.40061677,0.5055032,0.2457219,pear
129.9,129.2,34.9,29.4,348.7,349.4,0,0,0.4853134,0.073238894,0.80856425,0.35502145,0.80679697,0.6748363,0.48768187,0.94802105,0.15255181,0.69902515,0.45877865,0.23100464,0.4419738,0.38834178,0.4339679,0.5197743,0.44355947,0.64663965,0.4636298,0.7902461,0.5091269,0.8055709,0.5231741,0.6558316,0.53089744,0.5310937,0.52058476,0.40132096,0.5042824,0.24627966,pear
111.3,148,31.8,33.7,345.6,347.3,0,0,0.48496586,0.072724685,0.8042322,0.36630404,0.7989755,0.663565,0.48726997,0.9444933,0.14695217,0.73141414,0.45244333,0.23045479,0.43217346,0.3874892,0.42365962,0.5180611,0.43400455,0.6438054,0.4573185,0.7869191,0.50339687,0.8068532,0.51362497,0.6572269,0.52058816,0.5308651,0.51124614,0.39924687,0.49796033,0.24314803,pear
128.8,130.3,36.6,18.6,371.7,368,0,0,0.48625794,0.06809078,0.80899125,0.3505276,0.806883,0.672522,0.4874597,0.9466648,0.15207052,0.7062092,0.45960417,0.22982942,0.4420227,0.38799906,0.43359822,0.5196095,0.44298223,0.6464551,0.46332672,0.7901963,0.508601,0.80499905,0.52329713,0.6548025,0.5314912,0.53016937,0.52127385,0.40066332,0.50468403,0.24531166,pear
142.9,116.9,39.6,39.7,363.2,363.7,0,0,0.49085984,0.056981962,0.82177126,0.32709745,0.822999,0.6862777,0.49163392,0.95416135,0.1628327,0.6738505,0.47102967,0.2268181,0.45694444,0.38635752,0.44903886,0.51954806,0.45739746,0.64855987,0.47454694,0.79391694,0.51904106,0.80149454,0.5391333,0.65016824,0.54852074,0.52754307,0.53703713,0.40029383,0.51688886,0.24459104,pear
137.9,121.8,46.7,47.4,374.1,375.7,0,0,0.490531,0.06068168,0.82037365,0.34072948,0.8202633,0.6770815,0.4916028,0.95716625,0.15803733,0.68186784,0.4678023,0.22861348,0.45198298,0.38806555,0.44361854,0.5200612,0.4525667,0.6479039,0.47143602,0.7934908,0.5167805,0.803701,0.53506106,0.65221906,0.54384255,0.52883744,0.5326833,0.40092513,0.5138183,0.24554797,pear
132.6,127.3,49.3,48.5,388,389.2,0,0,0.4905037,0.060533173,0.8153558,0.34850067,0.8150481,0.67480457,0.48965415,0.9561963,0.15569443,0.6887666,0.46514028,0.22941372,0.44740647,0.3886447,0.43852115,0.51980525,0.44776613,0.64661914,0.46769607,0.79184604,0.5135228,0.80436283,0.53093314,0.65328574,0.5396647,0.52993745,0.52887136,0.40167716,0.5110255,0.24597739,pear
127.4,132.5,48.1,50.1,383,384.4,0,0,0.4901167,0.063238725,0.814481,0.35096332,0.8132736,0.6742658,0.4897756,0.955713,0.15518022,0.69708806,0.46399087,0.23067087,0.44601047,0.38941807,0.43720907,0.52047074,0.44655153,0.6472453,0.4667828,0.7920828,0.5130398,0.8052969,0.5298843,0.6542799,0.5385598,0.53053623,0.5278798,0.40206727,0.5101663,0.24663167,pear
128,132.4,53,43.2,373,374.9,0,0,0.49025247,0.066878326,0.81492215,0.3520967,0.813397,0.672887,0.49133092,0.9554218,0.1568907,0.70754015,0.46480376,0.23307112,0.44725588,0.3913438,0.4386978,0.5224613,0.4478928,0.64947283,0.46799615,0.7940622,0.5135216,0.8072915,0.5298232,0.65592396,0.53844196,0.53176355,0.52777565,0.40335846,0.5098514,0.24842872,pear
145.3,114.6,78.3,32.9,381.4,383.1,0,0,0.4937077,0.06495481,0.8215531,0.34841174,0.82256246,0.6792202,0.49483633,0.95998716,0.16050455,0.68512046,0.470618,0.23198417,0.4546661,0.39054033,0.44636524,0.52216315,0.4553464,0.65011764,0.4743489,0.7961198,0.5196858,0.8072751,0.53762954,0.65540105,0.5462598,0.5320013,0.5349324,0.40430775,0.5159692,0.24924898,pear
155.9,103.7,61,24.6,386.1,387.8,0,0,0.49407843,0.057794485,0.8250896,0.31390318,0.82757497,0.69592255,0.49644983,0.95327646,0.17477632,0.6723491,0.47767612,0.22790414,0.46557415,0.38718122,0.45840034,0.52113926,0.46656245,0.6507606,0.48246735,0.7957025,0.5258442,0.8008873,0.54781,0.6495215,0.5576038,0.5282527,0.54511905,0.40265074,0.5227909,0.2471234,pear
122.1,138,46.4,46.1,384.1,386.2,0,0,0.49183086,0.057643674,0.8139933,0.3536558,0.8116843,0.6693789,0.4934491,0.94527525,0.15786958,0.70288897,0.46336368,0.22600603,0.44448495,0.38483566,0.43598428,0.51609975,0.44604462,0.64242387,0.46796617,0.786366,0.5148585,0.8018468,0.52991253,0.6517218,0.53813255,0.5277846,0.5274211,0.39862853,0.51018924,0.242203,pear
135.3,123.8,53.4,75.6,380.7,377.5,0,0,0.4935014,0.055834707,0.81711197,0.34857482,0.8149046,0.6693491,0.4949555,0.94522095,0.16095044,0.69567496,0.4677213,0.2254227,0.45024094,0.38490716,0.44204143,0.5164437,0.45163494,0.6429622,0.47213534,0.78634423,0.5171119,0.79970676,0.53313804,0.64996743,0.5416522,0.52673095,0.5308789,0.3982938,0.513266,0.24203496,pear
141.3,118,53.8,73.5,388.3,385,0,0,0.494737,0.0561945,0.822001,0.34582818,0.81911004,0.6715732,0.49568975,0.9500552,0.16203347,0.6907477,0.47025746,0.22592899,0.45328206,0.38577685,0.44491392,0.5176655,0.45420614,0.6449731,0.4740695,0.78946406,0.51913756,0.8007993,0.5365495,0.6501433,0.54544634,0.52684844,0.5344981,0.39882985,0.51613355,0.24288526,pear
147.6,112.2,40.9,74.1,390.7,390.8,0,0,0.4957831,0.055326924,0.8225207,0.33203307,0.82317203,0.67769057,0.49637544,0.95542866,0.16587283,0.6836631,0.4743469,0.22732739,0.45884037,0.387389,0.45053208,0.5202382,0.45910853,0.64860827,0.4775289,0.7936512,0.5226124,0.80123985,0.54253316,0.6496573,0.55202943,0.5273787,0.5404433,0.40062377,0.5206025,0.24454136,pear
156.8,101.5,41.8,59.3,384.5,384.7,0,0,0.4985798,0.05476857,0.8276413,0.30741334,0.8302698,0.6905651,0.4981528,0.9542749,0.17619576,0.6738787,0.4817086,0.22692446,0.4686778,0.38637194,0.46082214,0.52020043,0.4684988,0.64988786,0.4841744,0.7951523,0.52836555,0.7985021,0.5514886,0.6465802,0.56194925,0.52555,0.54983425,0.40055382,0.5278121,0.24528919,pear
142.2,115.9,39.6,66.2,360.5,360.3,0,0,0.49461564,0.08233168,0.8195227,0.34879863,0.8226294,0.678333,0.49538034,0.96850914,0.16163214,0.6911106,0.47225478,0.2390681,0.45705888,0.39562926,0.4486667,0.52698356,0.45706058,0.6551882,0.47520423,0.80176777,0.51995784,0.81381834,0.5370935,0.66094923,0.54512876,0.5368139,0.53394645,0.40890798,0.5156658,0.25551617,pear
123.9,134.5,51.8,36.7,392.4,389.2,0,0,0.49231324,0.073022366,0.8141679,0.35713413,0.81284165,0.66600186,0.49619412,0.9601462,0.16010554,0.73322916,0.46367797,0.23679888,0.4442453,0.39515904,0.43545654,0.52579576,0.44548458,0.65204316,0.46845067,0.7965787,0.5156595,0.81169844,0.5299953,0.65997154,0.5376964,0.5349086,0.52687526,0.40576583,0.5096361,0.25079572,pear
